Subject,Response.RT,Trigger,Response.ACC,Language,Stimulus,Equivalent
28,752,5,1,Cro,stanovnik,fill
28,121,6,1,Cro,pjena,fill
28,283,6,1,Cro,oprema,fill
28,126,7,1,Cro,novac,fill
28,1087,9,1,Cro,ručak,fill
28,1773,7,0,Cro,zajednica,fill
28,581,9,1,Cro,vrata,fill
28,396,2,1,Eng,streaming,no
28,302,9,1,Cro,groblje,fill
28,336,7,0,Cro,obitelj,fill
28,332,3,1,Cro,slastičar,Cro
28,278,4,1,Cro,sljepilo,fill
28,287,5,1,Cro,vozač,fill
28,1005,4,1,Cro,nesvijest,fill
28,754,6,1,Cro,udarac,fill
28,658,8,1,Cro,gušterica,fill
28,273,8,1,Cro,fenjer,fill
28,490,8,1,Cro,najamnik,fill
28,166,11,1,Eng,mirror,yes
28,193,2,1,Eng,blogger,no
28,520,9,1,Cro,klupa,fill
28,335,3,1,Cro,svila,Cro
28,298,7,1,Cro,korisnik,fill
28,1248,7,1,Cro,pobjeda,fill
28,510,9,1,Cro,polica,fill
28,1086,9,1,Cro,poticaj,fill
28,826,5,1,Cro,starac,fill
28,783,4,1,Cro,hrčak,fill
28,700,5,1,Cro,sportaš,fill
28,748,6,1,Cro,dokaz,fill
28,2209,4,1,Cro,ljuljačka,fill
28,572,5,1,Cro,klinac,fill
28,551,4,1,Cro,zjenica,fill
28,698,2,1,Eng,mobbing,no
28,344,11,1,Eng,tuning,yes
28,265,2,1,Eng,bluetooth,no
28,300,5,1,Cro,učitelj,fill
28,325,3,1,Cro,spavaćica,Cro
28,469,3,1,Cro,izdajica,Cro
28,405,9,1,Cro,potpis,fill
28,307,9,1,Cro,sigurnost,fill
28,304,9,1,Cro,cipela,fill
28,234,3,1,Cro,svitanje,Cro
28,642,11,1,Eng,cargo,yes
28,1163,9,1,Cro,samostan,fill
28,307,7,1,Cro,glazba,fill
28,446,9,1,Cro,oporavak,fill
28,342,9,1,Cro,spomenik,fill
28,322,7,1,Cro,tjedan,fill
28,201,8,1,Cro,britva,fill
28,229,4,1,Cro,trijem,fill
28,381,6,1,Cro,porez,fill
28,226,9,1,Cro,jesen,fill
28,211,4,1,Cro,poskok,fill
28,483,7,1,Cro,povijest,fill
28,274,6,1,Cro,pokušaj,fill
28,1153,9,1,Cro,vrhunac,fill
28,361,9,1,Cro,izjava,fill
28,758,3,1,Cro,jecaj,Cro
28,434,6,1,Cro,zadatak,fill
28,550,8,0,Cro,nadničar,fill
28,336,8,1,Cro,pribadača,fill
28,260,5,1,Cro,savjetnik,fill
28,101,2,1,Eng,leasing,no
28,246,4,1,Cro,udovac,fill
28,103,11,1,Eng,fashion,yes
28,238,8,1,Cro,krojačica,fill
28,243,4,1,Cro,mljekar,fill
28,174,5,1,Cro,liječnik,fill
28,212,3,1,Cro,užina,Cro
28,100,11,1,Eng,space,yes
28,220,2,1,Eng,frontman,no
28,219,2,0,Eng,charter,no
28,314,11,1,Eng,fight,yes
28,277,8,1,Cro,bolničar,fill
28,135,2,1,Eng,website,no
28,3,8,1,Cro,sirutka,fill
28,205,3,1,Cro,krijes,Cro
28,99,5,1,Cro,svećenik,fill
28,191,9,1,Cro,grijanje,fill
28,357,9,1,Cro,zastava,fill
28,220,4,1,Cro,mamurluk,fill
28,212,11,1,Eng,shopping,yes
28,199,6,1,Cro,krevet,fill
28,184,9,1,Cro,snijeg,fill
28,590,6,1,Cro,kamen,fill
28,239,11,1,Eng,account,yes
28,213,8,1,Cro,smetlar,fill
28,329,3,1,Cro,smetlište,Cro
28,219,6,1,Cro,snimanje,fill
28,586,11,1,Eng,trade,yes
28,487,7,1,Cro,novinar,fill
28,553,11,1,Eng,secret,yes
28,351,7,1,Cro,pjesma,fill
28,777,3,1,Cro,perika,Cro
28,416,9,1,Cro,staklo,fill
28,848,9,1,Cro,šetnja,fill
28,271,2,1,Eng,youtuber,no
28,177,2,1,Eng,hardware,no
28,293,5,1,Cro,sestra,fill
28,416,5,1,Cro,vojnik,fill
28,743,6,1,Cro,obala,fill
28,699,9,1,Cro,rijeka,fill
28,308,9,1,Cro,uzorak,fill
28,98,6,1,Cro,kazna,fill
28,123,8,1,Cro,pretisak,fill
28,220,4,1,Cro,krvnik,fill
28,112,9,1,Cro,stolica,fill
28,83,9,1,Cro,ključ,fill
28,728,7,0,Cro,učenik,fill
28,1020,4,1,Cro,tobogan,fill
28,321,6,1,Cro,izmjena,fill
28,301,7,1,Cro,majka,fill
28,181,6,1,Cro,prozor,fill
28,526,7,1,Cro,bolest,fill
28,304,4,1,Cro,doušnik,fill
28,230,9,1,Cro,otpad,fill
28,869,9,1,Cro,potraga,fill
28,485,3,0,Cro,straža,Cro
28,1150,9,0,Cro,obavijest,fill
28,337,4,1,Cro,vjetrovka,fill
28,468,5,1,Cro,seljak,fill
28,680,4,1,Cro,bušilica,fill
28,465,6,1,Cro,volja,fill
28,349,7,1,Cro,stoljeće,fill
28,525,2,1,Eng,selfie,no
28,733,7,1,Cro,izvor,fill
28,425,3,1,Cro,brodolom,Cro
28,172,8,1,Cro,gojaznost,fill
28,279,8,1,Cro,tronožac,fill
28,338,9,1,Cro,pošta,fill
28,692,5,1,Cro,ptica,fill
28,261,5,1,Cro,putnik,fill
28,333,5,1,Cro,pobjednik,fill
28,585,11,1,Eng,grill,yes
28,316,8,1,Cro,klizačica,fill
28,382,8,1,Cro,kiparica,fill
28,251,9,1,Cro,rođendan,fill
28,399,9,1,Cro,zlato,fill
28,246,3,1,Cro,dugme,Cro
28,297,4,1,Cro,grofica,fill
28,250,2,1,Eng,catering,no
28,276,9,1,Cro,kamion,fill
28,348,3,1,Cro,toljaga,Cro
28,362,7,1,Cro,mjesec,fill
28,206,3,1,Cro,čekić,Cro
28,284,2,1,Eng,roaming,no
28,747,5,1,Cro,nogometaš,fill
28,373,7,1,Cro,nagrada,fill
28,288,8,0,Cro,stjenica,fill
28,279,3,1,Cro,mravinjak,Cro
28,1076,5,0,Cro,sudac,fill
28,567,11,1,Eng,browser,yes
28,997,8,1,Cro,batrljak,fill
28,247,5,1,Cro,dečko,fill
28,120,4,1,Cro,zadah,fill
28,2343,4,1,Cro,upaljač,fill
28,224,2,1,Eng,styling,no
28,237,5,1,Cro,ubojica,fill
28,415,2,1,Eng,outfit,no
28,532,7,1,Cro,voda,fill
28,334,11,1,Eng,music,yes
28,239,11,1,Eng,stage,yes
28,369,4,1,Cro,tjesnac,fill
28,517,8,1,Cro,podvezica,fill
28,515,9,1,Cro,pojas,fill
28,522,9,1,Cro,kuhinja,fill
28,582,9,1,Cro,ubojstvo,fill
28,355,7,1,Cro,škola,fill
28,1586,6,1,Cro,imovina,fill
28,1935,2,1,Eng,router,no
28,983,9,1,Cro,torba,fill
28,742,6,1,Cro,poziv,fill
28,862,2,1,Eng,hashtag,no
28,601,3,1,Cro,ukosnica,Cro
28,391,4,1,Cro,madež,fill
28,798,6,1,Cro,izvješće,fill
28,453,11,1,Eng,gadget,yes
28,527,3,1,Cro,motika,Cro
28,496,2,1,Eng,software,no
28,434,8,1,Cro,gležnjača,fill
28,1901,8,1,Cro,odvijač,fill
28,790,9,1,Cro,postaja,fill
28,452,11,0,Eng,freak,yes
28,596,11,1,Eng,button,yes
28,462,3,1,Cro,sumrak,Cro
28,843,9,1,Cro,živac,fill
28,427,2,1,Eng,smoothie,no
28,946,6,1,Cro,roman,fill
28,254,9,1,Cro,dućan,fill
28,363,5,1,Cro,suprug,fill
28,270,2,1,Eng,muffin,no
28,218,9,1,Cro,požar,fill
28,634,6,1,Cro,kazalište,fill
28,1897,11,1,Eng,silver,yes
28,361,11,1,Eng,family,yes
28,114,7,1,Cro,mišljenje,fill
28,974,3,1,Cro,griva,Cro
28,212,9,1,Cro,spavanje,fill
28,269,11,1,Eng,cinema,yes
28,371,8,1,Cro,jarebica,fill
28,294,2,1,Eng,webshop,no
28,562,9,1,Cro,trgovina,fill
28,336,7,1,Cro,usluga,fill
28,242,8,1,Cro,žalac,fill
28,137,5,1,Cro,ovisnik,fill
28,96,4,1,Cro,otirač,fill
28,62,5,1,Cro,pjevač,fill
28,235,5,1,Cro,dječak,fill
28,235,3,1,Cro,ronilac,Cro
28,610,9,1,Cro,obrazac,fill
28,914,6,1,Cro,zvijezda,fill
28,287,5,1,Cro,supruga,fill
28,785,3,1,Cro,gusjenica,Cro
28,268,5,1,Cro,kraljica,fill
28,254,9,1,Cro,šećer,fill
28,712,2,1,Eng,casting,no
28,437,11,1,Eng,event,yes
28,779,9,1,Cro,bolnica,fill
28,199,7,1,Cro,plaća,fill
28,450,3,1,Cro,odvod,Cro
28,682,4,1,Cro,rokovnik,fill
28,333,8,0,Cro,obad,fill
28,453,9,1,Cro,ulica,fill
28,489,11,1,Eng,store,yes
28,534,7,1,Cro,razvoj,fill
28,906,5,1,Cro,domaćin,fill
28,858,6,1,Cro,prilog,fill
28,564,3,1,Cro,odijelo,Cro
28,466,11,1,Eng,rookie,yes
28,251,9,1,Cro,večera,fill
28,738,6,1,Cro,računalo,fill
28,475,11,1,Eng,gaming,yes
28,434,8,1,Cro,šiljilo,fill
28,58,2,1,Eng,fairplay,no
28,94,11,1,Eng,color,yes
28,96,7,1,Cro,odbor,fill
28,63,4,1,Cro,kobasica,fill
28,241,3,1,Cro,maćeha,Cro
28,67,9,1,Cro,obrana,fill
28,615,9,1,Cro,sloboda,fill
28,303,9,1,Cro,kutija,fill
28,304,6,1,Cro,časopis,fill
28,11,11,1,Eng,street,yes
28,74,9,1,Cro,jabuka,fill
28,100,7,1,Cro,crkva,fill
28,285,4,1,Cro,zvono,fill
28,167,5,1,Cro,župnik,fill
28,999,3,1,Cro,vidra,Cro
28,318,4,1,Cro,maslac,fill
28,675,11,1,Eng,company,yes
28,340,9,1,Cro,bitka,fill
28,1130,6,1,Cro,ljeto,fill
28,891,8,0,Cro,stonoga,fill
28,523,9,1,Cro,majica,fill
28,666,7,1,Cro,potreba,fill
28,542,11,1,Eng,player,yes
28,530,7,1,Cro,stranica,fill
28,201,6,1,Cro,stanica,fill
28,388,2,1,Eng,curry,no
28,261,2,1,Eng,crossover,no
28,735,4,1,Cro,krastača,fill
28,196,7,1,Cro,općina,fill
28,359,9,1,Cro,haljina,fill
28,137,8,1,Cro,bubuljica,fill
28,133,4,1,Cro,crijep,fill
28,620,11,1,Eng,display,yes
28,210,8,1,Cro,šmokljan,fill
28,213,4,1,Cro,trska,fill
28,204,5,1,Cro,prvak,fill
28,286,6,1,Cro,radionica,fill
28,592,3,1,Cro,zaporka,Cro
28,767,8,1,Cro,skorbut,fill
28,556,5,0,Cro,borac,fill
28,938,5,1,Cro,slikar,fill
28,559,3,1,Cro,štaka,Cro
28,153,2,1,Eng,backup,no
28,263,9,1,Cro,policija,fill
28,322,9,1,Cro,smijeh,fill
28,318,9,1,Cro,rođenje,fill
28,97,7,1,Cro,prijatelj,fill
28,309,2,1,Eng,gameplay,no
28,471,3,1,Cro,litica,Cro
28,173,11,1,Eng,racing,yes
28,228,9,1,Cro,vjetar,fill
28,306,8,1,Cro,podmetač,fill
28,63,6,1,Cro,mlijeko,fill
28,567,6,1,Cro,nogomet,fill
28,361,9,1,Cro,krilo,fill
28,349,4,1,Cro,mesnica,fill
28,187,7,1,Cro,vlasnik,fill
28,350,2,1,Eng,summit,no
28,312,9,1,Cro,planina,fill
28,460,2,1,Eng,snowboard,no
28,925,3,1,Cro,kliješta,Cro
28,486,8,1,Cro,džepar,fill
28,1027,9,1,Cro,mišić,fill
28,907,6,1,Cro,pismo,fill
28,790,4,1,Cro,gubitnik,fill
28,281,2,1,Eng,lifestyle,no
28,457,3,1,Cro,kabanica,Cro
28,338,9,1,Cro,autocesta,fill
28,357,9,1,Cro,rečenica,fill
28,442,3,1,Cro,zagrljaj,Cro
28,647,7,1,Cro,država,fill
28,83,6,1,Cro,sastanak,fill
28,17,9,1,Cro,lanac,fill
28,553,4,0,Cro,vidra,fill
28,465,8,1,Cro,bivol,fill
28,388,5,1,Cro,odvjetnik,fill
28,1632,4,1,Cro,strijela,fill
28,293,11,1,Eng,research,yes
28,275,9,1,Cro,izlet,fill
28,423,3,1,Cro,ubrus,Cro
28,233,8,1,Cro,lasica,fill
28,350,7,1,Cro,tvrtka,fill
28,413,2,1,Eng,firmware,no
28,332,6,1,Cro,tvornica,fill
28,257,11,1,Eng,winter,yes
28,103,4,1,Cro,sprovod,fill
28,182,2,1,Eng,wellness,no
28,556,11,1,Eng,party,yes
28,2757,4,1,Cro,kamenica,fill
28,420,9,1,Cro,proljeće,fill
28,1168,7,1,Cro,zaštita,fill
28,1360,3,1,Cro,golubica,Cro
28,568,5,1,Cro,umjetnik,fill
28,576,11,1,Eng,night,yes
28,657,6,1,Cro,ozljeda,fill
28,397,7,1,Cro,borba,fill
28,1204,4,0,Cro,nosorog,fill
28,400,2,1,Eng,catwalk,no
28,597,3,1,Cro,naslonjač,Cro
28,533,9,1,Cro,vojska,fill
28,582,8,1,Cro,škrtost,fill
28,678,7,1,Cro,cijena,fill
28,621,3,1,Cro,umorstvo,Cro
28,730,9,1,Cro,plaža,fill
28,570,9,1,Cro,oluja,fill
28,369,11,1,Eng,cherry,yes
28,497,9,1,Cro,trudnoća,fill
28,507,4,1,Cro,slagalica,fill
28,299,5,1,Cro,kralj,fill
28,163,2,1,Eng,evergreen,no
28,583,2,1,Eng,firewall,no
28,486,2,1,Eng,banner,no
28,326,8,1,Cro,pospanac,fill
