Subject,Response.RT,Trigger,Response.ACC,Language,Stimulus,Equivalent
22,739,9,1,Cro,rijeka,fill
22,4202,8,1,Cro,pretisak,fill
22,473,7,1,Cro,izvor,fill
22,1096,11,1,Eng,cinema,yes
22,881,8,1,Cro,klizačica,fill
22,1238,8,1,Cro,batrljak,fill
22,356,5,1,Cro,putnik,fill
22,386,4,1,Cro,zadah,fill
22,423,9,1,Cro,pojas,fill
22,1958,7,1,Cro,učenik,fill
22,1279,4,1,Cro,krvnik,fill
22,181,6,1,Cro,prozor,fill
22,211,4,1,Cro,tobogan,fill
22,303,9,1,Cro,potraga,fill
22,238,4,1,Cro,bušilica,fill
22,56,7,1,Cro,škola,fill
22,2,9,1,Cro,ključ,fill
22,153,11,1,Eng,music,yes
22,224,9,1,Cro,ubojstvo,fill
22,56,3,1,Cro,čekić,Cro
22,1603,6,1,Cro,roman,fill
22,896,8,1,Cro,podvezica,fill
22,99,7,1,Cro,majka,fill
22,182,4,1,Cro,vjetrovka,fill
22,78,2,1,Eng,roaming,no
22,552,11,1,Eng,gadget,yes
22,274,9,1,Cro,zlato,fill
22,608,2,1,Eng,muffin,no
22,198,3,1,Cro,ukosnica,Cro
22,627,4,1,Cro,tjesnac,fill
22,536,9,1,Cro,spavanje,fill
22,346,6,1,Cro,kazna,fill
22,339,8,1,Cro,gležnjača,fill
22,350,11,1,Eng,silver,yes
22,225,9,1,Cro,otpad,fill
22,953,7,1,Cro,mišljenje,fill
22,262,9,1,Cro,rođendan,fill
22,257,6,1,Cro,imovina,fill
22,97,5,1,Cro,ptica,fill
22,1460,4,1,Cro,grofica,fill
22,251,9,1,Cro,požar,fill
22,113,2,1,Eng,smoothie,no
22,1156,11,1,Eng,family,yes
22,101,4,1,Cro,upaljač,fill
22,875,9,1,Cro,živac,fill
22,219,3,1,Cro,sumrak,Cro
22,158,2,1,Eng,styling,no
22,132,9,1,Cro,kamion,fill
22,80,9,1,Cro,dućan,fill
22,139,2,1,Eng,catering,no
22,643,5,1,Cro,nogometaš,fill
22,101,9,1,Cro,postaja,fill
22,1581,2,1,Eng,software,no
22,76,2,1,Eng,outfit,no
22,916,5,1,Cro,dečko,fill
22,87,11,0,Eng,grill,yes
22,1055,6,1,Cro,izvješće,fill
22,365,8,1,Cro,kiparica,fill
22,1102,9,1,Cro,uzorak,fill
22,1228,8,1,Cro,stjenica,fill
22,335,6,1,Cro,izmjena,fill
22,260,3,1,Cro,griva,Cro
22,765,5,1,Cro,suprug,fill
22,210,2,1,Eng,router,no
22,701,3,1,Cro,motika,Cro
22,447,4,1,Cro,madež,fill
22,483,3,0,Cro,straža,Cro
22,958,9,1,Cro,obavijest,fill
22,18,5,1,Cro,sudac,fill
22,1341,5,1,Cro,ubojica,fill
22,181,8,1,Cro,gojaznost,fill
22,327,7,1,Cro,bolest,fill
22,260,3,1,Cro,dugme,Cro
22,177,9,1,Cro,stolica,fill
22,371,8,1,Cro,odvijač,fill
22,448,11,1,Eng,stage,yes
22,264,4,1,Cro,doušnik,fill
22,388,2,1,Eng,hashtag,no
22,473,7,1,Cro,voda,fill
22,252,9,1,Cro,kuhinja,fill
22,114,6,1,Cro,kazalište,fill
22,364,6,1,Cro,obala,fill
22,263,6,1,Cro,volja,fill
22,291,9,1,Cro,torba,fill
22,237,11,1,Eng,browser,yes
22,885,3,0,Cro,mravinjak,Cro
22,668,7,1,Cro,mjesec,fill
22,295,5,1,Cro,seljak,fill
22,300,5,1,Cro,pobjednik,fill
22,162,7,1,Cro,nagrada,fill
22,302,11,0,Eng,freak,yes
22,196,5,1,Cro,vojnik,fill
22,233,9,1,Cro,pošta,fill
22,671,3,1,Cro,brodolom,Cro
22,141,6,1,Cro,poziv,fill
22,244,8,1,Cro,tronožac,fill
22,187,2,1,Eng,selfie,no
22,225,7,1,Cro,stoljeće,fill
22,363,11,1,Eng,button,yes
22,1364,3,1,Cro,toljaga,Cro
22,1864,9,1,Cro,bitka,fill
22,1162,6,1,Cro,radionica,fill
22,229,6,1,Cro,mlijeko,fill
22,364,9,1,Cro,večera,fill
22,175,7,1,Cro,stranica,fill
22,220,9,1,Cro,trgovina,fill
22,1285,6,1,Cro,časopis,fill
22,181,9,1,Cro,krilo,fill
22,790,6,1,Cro,stanica,fill
22,409,4,1,Cro,kobasica,fill
22,111,5,1,Cro,župnik,fill
22,104,2,1,Eng,lifestyle,no
22,426,5,1,Cro,ovisnik,fill
22,203,8,1,Cro,bubuljica,fill
22,357,3,1,Cro,maćeha,Cro
22,314,9,0,Cro,policija,fill
22,212,9,1,Cro,obrazac,fill
22,992,11,0,Eng,player,yes
22,80,7,1,Cro,prijatelj,fill
22,656,9,1,Cro,jabuka,fill
22,272,4,0,Cro,krastača,fill
22,349,5,1,Cro,kraljica,fill
22,381,9,1,Cro,sloboda,fill
22,205,4,1,Cro,mesnica,fill
22,303,2,1,Eng,webshop,no
22,403,2,1,Eng,casting,no
22,171,2,1,Eng,summit,no
22,289,7,1,Cro,potreba,fill
22,129,2,1,Eng,gameplay,no
22,383,6,1,Cro,nogomet,fill
22,81,4,1,Cro,crijep,fill
22,294,8,1,Cro,stonoga,fill
22,216,2,1,Eng,fairplay,no
22,415,9,1,Cro,vjetar,fill
22,84,11,1,Eng,racing,yes
22,221,6,1,Cro,računalo,fill
22,209,11,0,Eng,rookie,yes
22,128,5,1,Cro,dječak,fill
22,18,9,1,Cro,obrana,fill
22,129,6,1,Cro,pismo,fill
22,63,5,1,Cro,pjevač,fill
22,44,9,1,Cro,ulica,fill
22,672,9,1,Cro,bolnica,fill
22,65,11,1,Eng,store,yes
22,245,6,1,Cro,ljeto,fill
22,103,7,1,Cro,općina,fill
22,167,8,0,Cro,obad,fill
22,219,3,1,Cro,štaka,Cro
22,588,9,1,Cro,planina,fill
22,163,3,1,Cro,vidra,Cro
22,168,6,1,Cro,prilog,fill
22,447,2,1,Eng,snowboard,no
22,172,9,1,Cro,majica,fill
22,182,5,1,Cro,borac,fill
22,25,9,1,Cro,kutija,fill
22,194,5,1,Cro,domaćin,fill
22,76,7,1,Cro,odbor,fill
22,163,7,1,Cro,vlasnik,fill
22,277,5,1,Cro,prvak,fill
22,475,8,1,Cro,žalac,fill
22,158,3,1,Cro,ronilac,Cro
22,255,11,1,Eng,color,yes
22,225,9,1,Cro,šećer,fill
22,102,4,1,Cro,gubitnik,fill
22,1614,9,1,Cro,haljina,fill
22,673,4,1,Cro,trska,fill
22,992,6,1,Cro,zvijezda,fill
22,270,4,1,Cro,maslac,fill
22,53,3,1,Cro,odijelo,Cro
22,120,4,1,Cro,otirač,fill
22,537,8,0,Cro,jarebica,fill
22,1489,7,1,Cro,razvoj,fill
22,204,3,1,Cro,zaporka,Cro
22,454,7,1,Cro,crkva,fill
22,157,11,1,Eng,gaming,yes
22,258,8,1,Cro,šiljilo,fill
22,449,8,1,Cro,šmokljan,fill
22,282,4,1,Cro,rokovnik,fill
22,293,2,1,Eng,crossover,no
22,440,2,1,Eng,curry,no
22,153,9,1,Cro,smijeh,fill
22,353,7,1,Cro,usluga,fill
22,132,4,1,Cro,zvono,fill
22,1448,11,1,Eng,display,yes
22,1069,3,1,Cro,gusjenica,Cro
22,472,11,1,Eng,company,yes
22,456,3,1,Cro,odvod,Cro
22,181,7,1,Cro,plaća,fill
22,174,3,1,Cro,kliješta,Cro
22,742,9,0,Cro,rođenje,fill
22,357,11,1,Eng,event,yes
22,366,8,1,Cro,skorbut,fill
22,231,5,1,Cro,slikar,fill
22,142,5,1,Cro,supruga,fill
22,216,11,1,Eng,street,yes
22,191,3,1,Cro,litica,Cro
22,193,8,1,Cro,podmetač,fill
22,218,2,1,Eng,backup,no
22,773,8,1,Cro,džepar,fill
22,1807,9,1,Cro,mišić,fill
22,167,5,1,Cro,krava,fill
22,1036,8,1,Cro,bivol,fill
22,335,5,1,Cro,trgovac,fill
22,1593,9,1,Cro,lanac,fill
22,116,3,1,Cro,naslonjač,Cro
22,148,2,1,Eng,firmware,no
22,210,4,1,Cro,kamenica,fill
22,1680,6,1,Cro,sunce,fill
22,208,6,1,Cro,lopta,fill
22,280,8,1,Cro,lasica,fill
22,442,6,1,Cro,okvir,fill
22,1141,11,0,Eng,nature,yes
22,487,2,1,Eng,hattrick,no
