Subject,Response.RT,Trigger,Response.ACC,Language,Stimulus,Equivalent
2,371,7,1,Cro,tjedan,fill
2,199,5,1,Cro,sestra,fill
2,262,9,1,Cro,snijeg,fill
2,217,6,1,Cro,pokušaj,fill
2,999,2,1,Eng,charter,no
2,455,9,1,Cro,jesen,fill
2,419,2,1,Eng,bluetooth,no
2,354,9,1,Cro,potpis,fill
2,438,9,1,Cro,izjava,fill
2,398,9,1,Cro,polica,fill
2,192,4,1,Cro,mljekar,fill
2,263,2,1,Eng,website,no
2,311,9,1,Cro,ručak,fill
2,283,11,1,Eng,trade,yes
2,140,5,1,Cro,liječnik,fill
2,191,6,1,Cro,pjena,fill
2,153,9,1,Cro,samostan,fill
2,228,9,1,Cro,cipela,fill
2,304,8,1,Cro,fenjer,fill
2,420,4,1,Cro,sljepilo,fill
2,341,9,1,Cro,groblje,fill
2,240,7,1,Cro,glazba,fill
2,231,9,1,Cro,grijanje,fill
2,145,3,1,Cro,smetlište,Cro
2,419,8,1,Cro,gušterica,fill
2,211,5,1,Cro,starac,fill
2,30,11,1,Eng,shopping,yes
2,857,9,1,Cro,klupa,fill
2,115,3,1,Cro,užina,Cro
2,15,4,1,Cro,poskok,fill
2,90,5,1,Cro,učitelj,fill
2,194,2,1,Eng,blogger,no
2,134,11,1,Eng,fashion,yes
2,47,3,1,Cro,slastičar,Cro
2,25,2,1,Eng,hardware,no
2,86,7,1,Cro,pobjeda,fill
2,86,3,1,Cro,perika,Cro
2,74,3,1,Cro,jecaj,Cro
2,114,3,1,Cro,svila,Cro
2,73,3,1,Cro,svitanje,Cro
2,138,9,1,Cro,vrata,fill
2,98,8,1,Cro,krojačica,fill
2,75,8,1,Cro,pribadača,fill
2,41,11,1,Eng,space,yes
2,111,2,1,Eng,frontman,no
2,109,9,1,Cro,poticaj,fill
2,99,9,1,Cro,oporavak,fill
2,91,11,1,Eng,fight,yes
2,96,3,1,Cro,izdajica,Cro
2,29,8,1,Cro,britva,fill
2,100,3,0,Cro,spavaćica,Cro
2,212,5,1,Cro,sportaš,fill
2,67,7,1,Cro,novac,fill
2,96,5,1,Cro,klinac,fill
2,116,5,1,Cro,svećenik,fill
2,92,6,1,Cro,kamen,fill
2,74,7,1,Cro,povijest,fill
2,49,11,1,Eng,tuning,yes
2,27,6,1,Cro,udarac,fill
2,77,8,1,Cro,smetlar,fill
2,593,8,1,Cro,bolničar,fill
2,99,5,1,Cro,vozač,fill
2,118,4,1,Cro,zjenica,fill
2,27,7,1,Cro,novinar,fill
2,113,8,1,Cro,sirutka,fill
2,89,7,1,Cro,pjesma,fill
2,91,2,1,Eng,leasing,no
2,115,5,1,Cro,stanovnik,fill
2,138,8,1,Cro,najamnik,fill
2,128,9,1,Cro,spomenik,fill
2,117,2,1,Eng,mobbing,no
2,157,2,1,Eng,streaming,no
2,152,11,1,Eng,cargo,yes
2,139,6,1,Cro,dokaz,fill
2,106,6,1,Cro,zadatak,fill
2,134,9,1,Cro,staklo,fill
2,91,4,1,Cro,nesvijest,fill
2,168,6,1,Cro,porez,fill
2,84,6,1,Cro,oprema,fill
2,149,11,1,Eng,account,yes
2,111,4,1,Cro,udovac,fill
2,78,4,1,Cro,mamurluk,fill
2,47,3,1,Cro,krijes,Cro
2,40,7,1,Cro,korisnik,fill
2,86,4,1,Cro,ljuljačka,fill
2,107,4,1,Cro,trijem,fill
2,87,9,1,Cro,sigurnost,fill
2,58,8,1,Cro,nadničar,fill
2,228,7,0,Cro,zajednica,fill
2,142,5,1,Cro,savjetnik,fill
2,175,11,1,Eng,mirror,yes
2,110,9,1,Cro,vrhunac,fill
2,90,4,1,Cro,hrčak,fill
2,93,11,1,Eng,secret,yes
2,103,2,1,Eng,youtuber,no
2,79,9,1,Cro,zastava,fill
2,108,7,0,Cro,obitelj,fill
2,38,6,1,Cro,snimanje,fill
2,117,9,1,Cro,šetnja,fill
2,89,6,1,Cro,krevet,fill
2,228,11,1,Eng,store,yes
2,440,4,0,Cro,trska,fill
2,360,8,1,Cro,obad,fill
2,76,2,1,Eng,casting,no
2,67,9,1,Cro,obrazac,fill
2,511,3,1,Cro,maćeha,Cro
2,151,8,1,Cro,skorbut,fill
2,112,3,1,Cro,kliješta,Cro
2,139,5,1,Cro,dječak,fill
2,96,4,1,Cro,mesnica,fill
2,108,7,1,Cro,usluga,fill
2,67,6,1,Cro,pismo,fill
2,142,3,1,Cro,odvod,Cro
2,45,9,1,Cro,rođenje,fill
2,90,7,1,Cro,općina,fill
2,133,11,1,Eng,display,yes
2,40,8,1,Cro,jarebica,fill
2,98,8,1,Cro,žalac,fill
2,95,7,1,Cro,crkva,fill
2,56,5,1,Cro,supruga,fill
2,195,6,1,Cro,stanica,fill
2,79,5,1,Cro,borac,fill
2,102,5,1,Cro,ovisnik,fill
2,211,7,1,Cro,potreba,fill
2,94,2,1,Eng,lifestyle,no
2,96,3,1,Cro,gusjenica,Cro
2,104,2,1,Eng,webshop,no
2,121,2,1,Eng,gameplay,no
2,103,8,1,Cro,stonoga,fill
2,98,9,1,Cro,policija,fill
2,100,9,1,Cro,kutija,fill
2,150,7,1,Cro,plaća,fill
2,118,9,1,Cro,haljina,fill
2,122,11,1,Eng,company,yes
2,68,9,1,Cro,trgovina,fill
2,102,4,1,Cro,rokovnik,fill
2,55,11,0,Eng,player,yes
2,107,2,1,Eng,snowboard,no
2,109,7,1,Cro,razvoj,fill
2,147,2,1,Eng,crossover,no
2,42,8,1,Cro,podmetač,fill
2,116,9,1,Cro,večera,fill
2,479,9,1,Cro,krilo,fill
2,105,3,1,Cro,ronilac,Cro
2,58,4,1,Cro,maslac,fill
2,70,5,1,Cro,kraljica,fill
2,100,6,1,Cro,ljeto,fill
2,70,4,1,Cro,otirač,fill
2,88,7,1,Cro,stranica,fill
2,109,4,1,Cro,kobasica,fill
2,137,9,1,Cro,planina,fill
2,60,5,1,Cro,slikar,fill
2,63,3,1,Cro,odijelo,Cro
2,45,6,1,Cro,časopis,fill
2,115,6,1,Cro,računalo,fill
2,101,2,1,Eng,backup,no
2,67,3,1,Cro,štaka,Cro
2,125,11,1,Eng,gaming,yes
2,168,8,1,Cro,šiljilo,fill
2,101,11,1,Eng,rookie,yes
2,113,11,1,Eng,event,yes
2,194,9,0,Cro,mišić,fill
2,543,11,1,Eng,color,yes
2,255,2,1,Eng,fairplay,no
2,80,8,1,Cro,šmokljan,fill
2,56,6,1,Cro,radionica,fill
2,207,9,1,Cro,obrana,fill
2,33,6,1,Cro,zvijezda,fill
2,115,9,1,Cro,majica,fill
2,88,6,1,Cro,mlijeko,fill
2,195,5,1,Cro,župnik,fill
