Subject,Response.RT,Trigger,Response.ACC,Language,Stimulus,Equivalent
23,955,4,1,Cro,tjesnac,fill
23,693,9,1,Cro,rijeka,fill
23,1484,8,1,Cro,pretisak,fill
23,324,8,1,Cro,odvijač,fill
23,2326,2,1,Eng,roaming,no
23,525,7,1,Cro,nagrada,fill
23,1486,11,1,Eng,cinema,yes
23,515,6,1,Cro,imovina,fill
23,940,6,1,Cro,kazna,fill
23,5231,7,0,Cro,mišljenje,fill
23,1306,9,1,Cro,pošta,fill
23,329,9,1,Cro,postaja,fill
23,566,3,1,Cro,griva,Cro
23,4202,7,0,Cro,stoljeće,fill
23,420,3,1,Cro,dugme,Cro
23,1640,8,0,Cro,klizačica,fill
23,187,4,1,Cro,upaljač,fill
23,117,5,1,Cro,ptica,fill
23,842,9,1,Cro,kamion,fill
23,4286,3,1,Cro,mravinjak,Cro
23,1214,4,0,Cro,madež,fill
23,401,11,1,Eng,grill,yes
23,320,9,1,Cro,ključ,fill
23,2476,9,0,Cro,uzorak,fill
23,3809,11,0,Eng,music,yes
23,1631,4,0,Cro,zadah,fill
23,384,11,1,Eng,silver,yes
23,991,8,1,Cro,gojaznost,fill
23,595,6,1,Cro,kazalište,fill
23,170,11,1,Eng,button,yes
23,234,7,0,Cro,mjesec,fill
23,770,2,1,Eng,smoothie,no
23,513,3,1,Cro,motika,Cro
23,3532,7,1,Cro,izvor,fill
23,268,7,1,Cro,škola,fill
23,242,6,1,Cro,obala,fill
23,368,2,1,Eng,router,no
23,419,9,1,Cro,torba,fill
23,659,8,0,Cro,tronožac,fill
23,319,9,1,Cro,stolica,fill
23,771,3,1,Cro,straža,Cro
23,1652,4,1,Cro,krvnik,fill
23,2964,9,0,Cro,požar,fill
23,312,5,1,Cro,suprug,fill
23,334,6,1,Cro,izmjena,fill
23,3514,7,0,Cro,bolest,fill
23,1372,4,1,Cro,doušnik,fill
23,971,2,1,Eng,styling,no
23,417,9,1,Cro,otpad,fill
23,273,5,1,Cro,dečko,fill
23,1777,6,1,Cro,izvješće,fill
23,302,5,1,Cro,nogometaš,fill
23,290,7,1,Cro,učenik,fill
23,588,4,1,Cro,tobogan,fill
23,234,2,1,Eng,muffin,no
23,948,9,1,Cro,rođendan,fill
23,1684,3,1,Cro,brodolom,Cro
23,355,5,1,Cro,pobjednik,fill
23,253,9,1,Cro,dućan,fill
23,67,9,1,Cro,kuhinja,fill
23,218,5,1,Cro,putnik,fill
23,226,11,1,Eng,family,yes
23,163,3,1,Cro,čekić,Cro
23,1353,4,1,Cro,grofica,fill
23,164,9,1,Cro,zlato,fill
23,1201,8,1,Cro,gležnjača,fill
23,2521,9,0,Cro,obavijest,fill
23,272,5,1,Cro,ubojica,fill
23,214,5,1,Cro,vojnik,fill
23,2707,3,1,Cro,toljaga,Cro
23,730,8,0,Cro,stjenica,fill
23,1513,8,1,Cro,podvezica,fill
23,334,9,0,Cro,živac,fill
23,204,3,1,Cro,sumrak,Cro
23,347,5,1,Cro,sudac,fill
23,2860,9,0,Cro,spavanje,fill
23,2101,8,1,Cro,batrljak,fill
23,2078,11,0,Eng,freak,yes
23,3181,2,0,Eng,selfie,no
23,117,2,1,Eng,outfit,no
23,2356,11,1,Eng,browser,yes
23,845,2,1,Eng,catering,no
23,1932,2,1,Eng,hashtag,no
23,2615,7,1,Cro,voda,fill
23,895,9,1,Cro,potraga,fill
23,1944,6,1,Cro,roman,fill
23,273,6,1,Cro,prozor,fill
23,1446,9,0,Cro,ubojstvo,fill
23,274,6,0,Cro,volja,fill
23,298,7,1,Cro,majka,fill
23,1592,2,0,Eng,software,no
23,310,5,1,Cro,seljak,fill
23,1181,3,1,Cro,ukosnica,Cro
23,3043,11,1,Eng,gadget,yes
23,379,11,1,Eng,stage,yes
23,981,8,1,Cro,kiparica,fill
23,1369,6,1,Cro,poziv,fill
23,249,9,1,Cro,pojas,fill
23,210,4,1,Cro,bušilica,fill
23,3266,4,1,Cro,vjetrovka,fill
23,4993,2,0,Eng,frontman,no
23,247,5,1,Cro,savjetnik,fill
23,2525,7,0,Cro,pjesma,fill
23,187,6,1,Cro,zadatak,fill
23,350,2,1,Eng,website,no
23,1667,7,0,Cro,glazba,fill
23,565,3,0,Cro,spavaćica,Cro
23,456,6,1,Cro,kamen,fill
23,352,2,0,Eng,blogger,no
23,424,7,1,Cro,novac,fill
23,2836,3,1,Cro,jecaj,Cro
23,328,2,1,Eng,hardware,no
23,3551,2,1,Eng,mobbing,no
23,2142,4,1,Cro,udovac,fill
23,827,2,0,Eng,leasing,no
23,1235,9,1,Cro,snijeg,fill
23,915,6,1,Cro,pokušaj,fill
23,84,7,1,Cro,tjedan,fill
23,244,8,1,Cro,smetlar,fill
23,76,9,1,Cro,staklo,fill
23,2059,3,1,Cro,krijes,Cro
23,2533,11,1,Eng,cargo,yes
23,162,9,1,Cro,groblje,fill
23,1275,2,0,Eng,charter,no
23,2369,9,0,Cro,oporavak,fill
23,872,8,0,Cro,nadničar,fill
23,1211,3,1,Cro,svila,Cro
23,390,11,1,Eng,trade,yes
23,452,8,1,Cro,britva,fill
23,233,6,1,Cro,pjena,fill
23,1022,11,0,Eng,account,yes
23,224,7,1,Cro,novinar,fill
23,3037,11,0,Eng,secret,yes
23,520,8,1,Cro,bolničar,fill
23,226,7,0,Cro,obitelj,fill
23,273,6,1,Cro,oprema,fill
23,247,5,1,Cro,učitelj,fill
23,474,2,1,Eng,bluetooth,no
23,307,4,1,Cro,mljekar,fill
23,188,7,1,Cro,korisnik,fill
23,372,5,1,Cro,starac,fill
23,315,11,1,Eng,space,yes
23,317,9,1,Cro,grijanje,fill
23,212,5,1,Cro,sportaš,fill
23,401,11,1,Eng,fashion,yes
23,324,5,1,Cro,svećenik,fill
23,129,7,1,Cro,povijest,fill
23,1026,8,1,Cro,fenjer,fill
23,104,9,1,Cro,zastava,fill
23,421,5,1,Cro,liječnik,fill
23,679,4,1,Cro,sljepilo,fill
23,1565,9,0,Cro,poticaj,fill
23,29,5,1,Cro,klinac,fill
23,644,9,1,Cro,šetnja,fill
23,991,3,1,Cro,svitanje,Cro
23,1442,4,0,Cro,nesvijest,fill
23,485,8,1,Cro,pribadača,fill
23,259,3,1,Cro,izdajica,Cro
23,474,9,1,Cro,vrata,fill
23,1116,4,0,Cro,mamurluk,fill
23,1245,9,1,Cro,ručak,fill
23,166,5,1,Cro,sestra,fill
23,4453,9,0,Cro,samostan,fill
23,220,6,1,Cro,porez,fill
23,31,6,1,Cro,snimanje,fill
23,573,8,1,Cro,gušterica,fill
23,246,2,1,Eng,youtuber,no
23,497,9,1,Cro,cipela,fill
23,68,11,1,Eng,mirror,yes
23,19,9,1,Cro,polica,fill
23,187,7,0,Cro,zajednica,fill
23,765,9,0,Cro,izjava,fill
23,83,6,1,Cro,krevet,fill
23,196,4,1,Cro,hrčak,fill
23,578,8,1,Cro,najamnik,fill
23,253,4,1,Cro,ljuljačka,fill
23,986,6,0,Cro,dokaz,fill
23,900,11,1,Eng,tuning,yes
23,458,9,1,Cro,spomenik,fill
23,2231,2,0,Eng,streaming,no
23,3427,8,0,Cro,sirutka,fill
23,95,11,0,Eng,fight,yes
23,230,7,0,Cro,pobjeda,fill
23,2538,9,1,Cro,sigurnost,fill
23,140,5,1,Cro,vozač,fill
23,134,4,1,Cro,poskok,fill
23,4662,6,1,Cro,udarac,fill
23,122,9,1,Cro,jesen,fill
23,626,3,1,Cro,smetlište,Cro
23,2239,9,0,Cro,vrhunac,fill
23,200,3,1,Cro,slastičar,Cro
23,455,4,0,Cro,zjenica,fill
23,288,3,1,Cro,perika,Cro
23,906,9,1,Cro,potpis,fill
23,234,11,1,Eng,shopping,yes
23,345,8,1,Cro,krojačica,fill
23,133,4,1,Cro,trijem,fill
23,44,3,1,Cro,užina,Cro
23,576,5,1,Cro,stanovnik,fill
23,771,9,1,Cro,klupa,fill
23,227,3,1,Cro,bilježnik,Cro
23,366,7,1,Cro,cijena,fill
23,608,9,1,Cro,rečenica,fill
23,2929,9,0,Cro,oluja,fill
23,1670,9,1,Cro,vrtić,fill
23,835,6,0,Cro,sastanak,fill
23,424,2,0,Eng,banner,no
23,158,7,1,Cro,knjiga,fill
23,1587,9,0,Cro,trudnoća,fill
23,628,9,1,Cro,autocesta,fill
23,234,4,1,Cro,siroče,fill
23,264,11,1,Eng,gamer,yes
23,2364,6,1,Cro,ozljeda,fill
23,890,5,1,Cro,krava,fill
23,1594,6,0,Cro,pokret,fill
23,188,5,1,Cro,pisac,fill
23,4658,11,1,Eng,research,yes
23,181,4,1,Cro,vepar,fill
23,437,9,1,Cro,jezero,fill
23,685,2,1,Eng,developer,no
23,670,2,0,Eng,firmware,no
23,434,11,0,Eng,nature,yes
23,997,8,1,Cro,škrtost,fill
23,2483,3,0,Cro,vrućica,Cro
23,275,3,1,Cro,ubrus,Cro
23,998,7,0,Cro,vijeće,fill
23,260,9,1,Cro,kotač,fill
23,152,9,1,Cro,izlet,fill
23,41,7,1,Cro,muškarac,fill
23,1564,4,0,Cro,sprovod,fill
23,3854,6,0,Cro,povratak,fill
23,497,5,1,Cro,glumica,fill
23,340,5,1,Cro,odvjetnik,fill
23,977,7,0,Cro,tijelo,fill
23,147,5,1,Cro,biljka,fill
23,1585,11,1,Eng,spice,yes
23,470,6,1,Cro,tvornica,fill
23,190,5,1,Cro,mačka,fill
23,769,8,0,Cro,pospanac,fill
23,265,9,1,Cro,plaža,fill
23,2468,9,0,Cro,učenje,fill
23,890,8,1,Cro,drvosječa,fill
23,592,2,1,Eng,jackpot,no
23,302,11,0,Eng,cherry,yes
23,234,5,1,Cro,trgovac,fill
23,482,5,1,Cro,kralj,fill
23,429,8,1,Cro,rupčić,fill
23,3436,11,0,Eng,party,yes
23,582,11,0,Eng,garden,yes
23,366,9,1,Cro,stablo,fill
23,158,7,1,Cro,tvrtka,fill
23,2214,2,0,Eng,evergreen,no
23,1973,2,1,Eng,hattrick,no
23,335,8,1,Cro,tamničar,fill
23,914,9,1,Cro,proljeće,fill
23,49,7,1,Cro,država,fill
23,12,3,0,Cro,cvrčak,Cro
23,13,7,1,Cro,radnik,fill
23,2036,6,0,Cro,greška,fill
23,537,4,1,Cro,nosorog,fill
23,271,9,1,Cro,vojska,fill
23,118,5,1,Cro,umjetnik,fill
23,237,5,1,Cro,djevojka,fill
23,1735,8,1,Cro,lasica,fill
23,296,9,1,Cro,gorivo,fill
23,2131,7,0,Cro,zaštita,fill
23,1447,3,1,Cro,kabanica,Cro
23,1047,4,1,Cro,kamenica,fill
23,3353,2,1,Eng,catwalk,no
23,45,6,1,Cro,lopta,fill
23,840,4,1,Cro,strijela,fill
23,1907,8,0,Cro,čaplja,fill
23,3,6,1,Cro,sunce,fill
23,735,9,1,Cro,pozornica,fill
23,381,2,1,Eng,inbox,no
23,1009,7,0,Cro,borba,fill
23,559,3,0,Cro,umorstvo,Cro
23,2432,8,1,Cro,bivol,fill
23,724,6,1,Cro,okvir,fill
23,301,2,1,Eng,wellness,no
23,4318,9,0,Cro,postrojba,fill
23,192,4,0,Cro,vrtlar,fill
23,484,4,1,Cro,slagalica,fill
23,163,3,1,Cro,zvečka,Cro
23,229,3,1,Cro,naslonjač,Cro
23,256,8,1,Cro,svodnik,fill
23,431,4,1,Cro,vidra,fill
23,495,11,1,Eng,winter,yes
23,1656,3,1,Cro,zagrljaj,Cro
23,1250,8,1,Cro,čuperak,fill
23,100,9,1,Cro,posada,fill
23,1843,3,1,Cro,golubica,Cro
23,19,11,1,Eng,night,yes
23,114,9,1,Cro,lanac,fill
23,453,4,1,Cro,nesanica,fill
23,2246,2,1,Eng,firewall,no
23,1569,6,0,Cro,prijava,fill
23,600,9,0,Cro,ovisnost,fill
23,980,11,1,Eng,brand,yes
23,291,9,1,Cro,gotovina,fill
23,261,5,1,Cro,dječak,fill
23,218,2,1,Eng,snowboard,no
23,390,7,1,Cro,crkva,fill
23,2077,8,0,Cro,džepar,fill
23,219,9,1,Cro,planina,fill
23,468,9,1,Cro,ulica,fill
23,80,11,1,Eng,player,yes
23,1298,3,1,Cro,odvod,Cro
23,208,5,1,Cro,domaćin,fill
23,167,5,1,Cro,pjevač,fill
23,1699,8,0,Cro,obad,fill
23,3421,2,0,Eng,lifestyle,no
23,685,8,1,Cro,skorbut,fill
23,119,6,1,Cro,pismo,fill
23,72,3,1,Cro,ronilac,Cro
23,515,9,1,Cro,šećer,fill
23,430,6,1,Cro,nogomet,fill
23,1216,9,0,Cro,smijeh,fill
23,381,4,1,Cro,mesnica,fill
23,589,7,0,Cro,usluga,fill
23,1335,2,1,Eng,casting,no
23,204,5,1,Cro,kraljica,fill
23,231,6,1,Cro,mlijeko,fill
23,160,7,1,Cro,vlasnik,fill
23,486,9,1,Cro,bolnica,fill
23,555,8,1,Cro,šmokljan,fill
23,1003,9,1,Cro,obrazac,fill
23,403,2,1,Eng,backup,no
23,2719,8,1,Cro,žalac,fill
23,389,9,1,Cro,krilo,fill
23,415,8,0,Cro,bubuljica,fill
23,880,7,1,Cro,općina,fill
23,1906,2,1,Eng,summit,no
23,808,11,1,Eng,rookie,yes
23,605,3,1,Cro,odijelo,Cro
23,1838,4,1,Cro,rokovnik,fill
23,913,8,1,Cro,jarebica,fill
23,1117,7,1,Cro,plaća,fill
23,2177,3,1,Cro,štaka,Cro
23,252,4,0,Cro,trska,fill
23,1920,2,1,Eng,fairplay,no
23,847,11,1,Eng,color,yes
23,363,7,1,Cro,stranica,fill
23,83,8,1,Cro,stonoga,fill
23,383,6,1,Cro,prilog,fill
23,647,6,1,Cro,radionica,fill
23,669,4,1,Cro,zvono,fill
23,1576,11,0,Eng,racing,yes
23,520,8,1,Cro,šiljilo,fill
23,527,2,0,Eng,curry,no
23,458,3,1,Cro,maćeha,Cro
23,99,9,0,Cro,jabuka,fill
23,917,11,1,Eng,company,yes
23,832,7,0,Cro,razvoj,fill
23,101,3,0,Cro,litica,Cro
23,2937,2,1,Eng,gameplay,no
23,66,11,1,Eng,store,yes
23,82,3,1,Cro,vidra,Cro
23,218,5,1,Cro,supruga,fill
23,549,6,1,Cro,računalo,fill
23,508,11,1,Eng,display,yes
23,486,9,0,Cro,rođenje,fill
23,149,9,1,Cro,kutija,fill
23,869,4,1,Cro,kobasica,fill
23,279,7,1,Cro,prijatelj,fill
23,2419,9,0,Cro,obrana,fill
23,312,3,1,Cro,kliješta,Cro
23,747,9,1,Cro,policija,fill
23,615,3,1,Cro,zaporka,Cro
23,754,4,1,Cro,crijep,fill
23,101,6,1,Cro,časopis,fill
23,353,8,1,Cro,podmetač,fill
23,297,9,0,Cro,bitka,fill
23,65,9,1,Cro,majica,fill
23,298,7,0,Cro,potreba,fill
23,954,3,1,Cro,gusjenica,Cro
23,269,5,1,Cro,slikar,fill
23,136,9,1,Cro,trgovina,fill
23,118,9,1,Cro,haljina,fill
23,215,5,1,Cro,župnik,fill
23,2426,9,0,Cro,sloboda,fill
23,1432,9,1,Cro,večera,fill
23,191,6,1,Cro,stanica,fill
23,22,6,1,Cro,ljeto,fill
23,3816,7,1,Cro,odbor,fill
23,1951,5,1,Cro,prvak,fill
23,72,4,1,Cro,gubitnik,fill
23,537,11,0,Eng,gaming,yes
23,1565,9,1,Cro,vjetar,fill
23,1031,9,0,Cro,mišić,fill
23,199,5,1,Cro,ovisnik,fill
23,42,5,1,Cro,borac,fill
23,1609,2,0,Eng,crossover,no
23,310,11,1,Eng,street,yes
23,502,2,1,Eng,webshop,no
23,578,11,0,Eng,event,yes
23,1885,6,1,Cro,zvijezda,fill
23,66,4,1,Cro,maslac,fill
23,1394,4,1,Cro,otirač,fill
23,1412,4,1,Cro,krastača,fill
