Subject,Response.RT,Trigger,Response.ACC,Language,Stimulus,Equivalent
30,1442,8,0,Cro,džepar,fill
30,1420,7,1,Cro,općina,fill
30,254,6,1,Cro,stanica,fill
30,181,9,1,Cro,smijeh,fill
30,137,11,1,Eng,display,yes
30,226,9,1,Cro,rođenje,fill
30,62,9,1,Cro,bolnica,fill
30,177,9,1,Cro,jabuka,fill
30,1327,8,0,Cro,šmokljan,fill
30,670,5,1,Cro,supruga,fill
30,478,2,1,Eng,curry,no
30,225,2,1,Eng,webshop,no
30,262,6,1,Cro,radionica,fill
30,199,7,1,Cro,stranica,fill
30,236,3,1,Cro,odvod,Cro
30,244,9,1,Cro,ulica,fill
30,290,9,1,Cro,šećer,fill
30,198,5,1,Cro,domaćin,fill
30,278,9,1,Cro,sloboda,fill
30,2334,8,1,Cro,obad,fill
30,1201,7,1,Cro,plaća,fill
30,248,6,1,Cro,nogomet,fill
30,265,4,1,Cro,mesnica,fill
30,242,3,1,Cro,odijelo,Cro
30,316,9,1,Cro,obrazac,fill
30,96,5,1,Cro,dječak,fill
30,191,5,1,Cro,kraljica,fill
30,511,8,1,Cro,jarebica,fill
30,177,9,1,Cro,trgovina,fill
30,235,2,1,Eng,fairplay,no
30,326,4,1,Cro,rokovnik,fill
30,182,2,1,Eng,summit,no
30,2774,5,0,Cro,pjevač,fill
30,142,11,1,Eng,gaming,yes
30,115,9,1,Cro,bitka,fill
30,71,11,1,Eng,street,yes
30,716,3,1,Cro,maćeha,Cro
30,555,11,1,Eng,store,yes
30,1293,3,1,Cro,litica,Cro
30,136,3,1,Cro,vidra,Cro
30,223,2,1,Eng,casting,no
30,298,4,1,Cro,kobasica,fill
30,260,8,1,Cro,bubuljica,fill
30,321,11,1,Eng,event,yes
30,224,8,1,Cro,podmetač,fill
30,314,3,1,Cro,kliješta,Cro
30,262,4,1,Cro,maslac,fill
30,284,6,1,Cro,ljeto,fill
30,457,5,1,Cro,slikar,fill
30,233,4,1,Cro,crijep,fill
30,492,7,1,Cro,razvoj,fill
30,436,6,1,Cro,računalo,fill
30,1741,5,0,Cro,ovisnik,fill
30,338,9,0,Cro,policija,fill
30,976,4,1,Cro,trska,fill
30,2004,8,1,Cro,skorbut,fill
30,3321,5,0,Cro,borac,fill
30,469,3,1,Cro,ronilac,Cro
30,246,9,1,Cro,vjetar,fill
30,370,6,1,Cro,zvijezda,fill
30,191,9,1,Cro,majica,fill
30,237,7,1,Cro,odbor,fill
30,976,8,1,Cro,žalac,fill
30,852,4,1,Cro,gubitnik,fill
30,194,6,1,Cro,pismo,fill
30,297,11,1,Eng,color,yes
30,362,9,1,Cro,krilo,fill
30,578,9,1,Cro,haljina,fill
30,313,7,1,Cro,potreba,fill
30,505,7,1,Cro,usluga,fill
30,1462,5,0,Cro,prvak,fill
30,280,2,1,Eng,snowboard,no
30,423,4,1,Cro,zvono,fill
30,353,7,0,Cro,vlasnik,fill
30,293,7,1,Cro,crkva,fill
30,1893,5,1,Cro,župnik,fill
30,247,4,1,Cro,otirač,fill
30,552,3,1,Cro,zaporka,Cro
30,1485,11,0,Eng,rookie,yes
30,1187,9,1,Cro,mišić,fill
30,470,9,1,Cro,obrana,fill
30,107,2,1,Eng,gameplay,no
30,250,6,1,Cro,prilog,fill
30,308,2,1,Eng,crossover,no
30,673,11,0,Eng,player,yes
30,482,9,1,Cro,večera,fill
30,405,8,1,Cro,stonoga,fill
30,642,9,1,Cro,kutija,fill
30,405,11,1,Eng,racing,yes
30,948,9,1,Cro,planina,fill
30,172,3,1,Cro,gusjenica,Cro
30,643,2,1,Eng,backup,no
30,1023,7,1,Cro,prijatelj,fill
30,232,6,1,Cro,mlijeko,fill
30,374,3,1,Cro,štaka,Cro
30,2529,11,1,Eng,company,yes
30,1365,4,1,Cro,krastača,fill
30,243,8,1,Cro,šiljilo,fill
30,437,6,1,Cro,časopis,fill
30,460,2,1,Eng,lifestyle,no
30,955,11,0,Eng,gamer,yes
30,290,7,1,Cro,radnik,fill
30,298,3,1,Cro,zvečka,Cro
30,541,6,1,Cro,greška,fill
30,317,3,1,Cro,kabanica,Cro
30,368,6,1,Cro,lopta,fill
