Subject,Response.RT,Trigger,Response.ACC,Language,Stimulus,Equivalent
15,903,8,1,Cro,klizačica,fill
15,42,7,1,Cro,škola,fill
15,171,5,1,Cro,putnik,fill
15,243,11,1,Eng,button,yes
15,122,9,1,Cro,kamion,fill
15,64,9,0,Cro,živac,fill
15,49,11,1,Eng,grill,yes
15,27,9,1,Cro,obavijest,fill
15,300,3,1,Cro,mravinjak,Cro
15,53,8,1,Cro,stjenica,fill
15,34,9,1,Cro,spavanje,fill
15,259,6,1,Cro,izmjena,fill
15,101,2,1,Eng,muffin,no
15,256,3,1,Cro,griva,Cro
15,22,7,1,Cro,mišljenje,fill
15,98,9,1,Cro,stolica,fill
15,61,6,1,Cro,roman,fill
15,516,4,1,Cro,doušnik,fill
15,154,5,1,Cro,dečko,fill
15,208,6,1,Cro,imovina,fill
15,175,6,1,Cro,kazalište,fill
15,205,6,1,Cro,poziv,fill
15,230,5,1,Cro,vojnik,fill
15,381,8,1,Cro,pretisak,fill
15,187,3,1,Cro,sumrak,Cro
15,138,9,1,Cro,torba,fill
15,269,4,0,Cro,madež,fill
15,150,7,1,Cro,mjesec,fill
15,289,5,1,Cro,ptica,fill
15,122,11,1,Eng,stage,yes
15,13,4,1,Cro,upaljač,fill
15,8,9,1,Cro,postaja,fill
15,93,9,1,Cro,ubojstvo,fill
15,134,5,1,Cro,sudac,fill
15,155,11,1,Eng,cinema,yes
15,156,6,1,Cro,obala,fill
15,419,4,1,Cro,vjetrovka,fill
15,252,7,1,Cro,nagrada,fill
15,190,9,1,Cro,kuhinja,fill
15,101,7,1,Cro,učenik,fill
15,222,3,1,Cro,dugme,Cro
15,8,2,1,Eng,roaming,no
15,11,4,1,Cro,zadah,fill
15,63,9,1,Cro,potraga,fill
15,239,8,1,Cro,podvezica,fill
15,523,9,1,Cro,dućan,fill
15,83,2,1,Eng,styling,no
15,92,8,1,Cro,tronožac,fill
15,151,3,1,Cro,toljaga,Cro
15,630,9,1,Cro,požar,fill
15,223,8,1,Cro,gležnjača,fill
15,221,11,1,Eng,music,yes
